2,1
2,3
2,1019
2,1630
2,155
2,930
2,967
1,0
1,45
1,166
1,188
1,195
1,396
1,938
1,1611
1,1808
1,57
1,209
1,635
1,1466
3,4
3,62
3,69
3,137
3,164
3,537
3,577
3,1173
3,1479
3,49
3,53
3,73
3,225
3,246
3,898
3,1042
1019,155
1019,930
1019,1063
1019,1143
0,57
0,311
0,362
4,5
4,35
4,49
4,140
4,911
4,1262
4,1693
4,148
4,180
4,296
4,723
4,1093
4,131
45,54
45,247
45,248
45,265
45,684
45,717
45,886
45,1420
45,515
45,523
45,816
45,1035
45,833
62,49
62,73
62,100
62,213
62,353
62,401
62,578
62,985
62,375
62,805
69,73
69,529
69,715
69,937
69,952
69,975
69,976
69,1000
69,1750
69,207
69,527
69,700
69,755
69,1906
69,981
137,49
137,815
137,875
137,911
137,119
137,723
137,236
137,372
155,1064
155,1204
164,73
164,225
164,898
164,1042
164,1270
164,566
166,247
166,248
166,265
166,635
188,209
188,302
188,1537
188,357
195,57
195,311
195,1466
537,73
537,176
577,225
577,898
577,1270
577,1882
577,1272
577,1428
930,1376
930,1909
930,1064
938,209
938,978
938,1707
1173,225
1173,898
1173,1460
1173,1603
1173,1657
1173,688
5,6
5,264
5,296
5,818
5,61
5,1679
5,1925
35,148
35,175
35,953
35,1480
35,151
35,244
35,591
35,698
35,823
35,780
35,1010
35,1761
49,115
49,119
49,180
49,253
49,264
49,338
49,723
49,791
49,1198
49,1245
49,1414
49,1711
49,1826
49,1921
49,61
49,131
49,883
49,1503
49,1646
53,990
54,1493
57,103
57,862
57,1190
57,1341
57,1345
57,1466
57,71
57,114
57,428
57,1205
57,666
73,207
73,566
100,115
100,119
100,791
100,1170
100,1529
100,1768
140,148
140,264
140,296
140,634
140,735
140,1212
140,1699
140,281
140,1364
176,224
176,269
176,279
176,891
176,931
176,1298
176,234
176,352
176,365
176,919
176,1725
209,467
213,805
213,1198
213,883
213,1768
213,1786
225,688
225,1617
246,566
246,1733
247,711
247,1230
247,523
247,816
248,816
265,515
265,844
265,277
265,1035
265,1417
302,357
302,388
302,467
302,492
311,899
311,1532
311,1383
353,375
353,421
353,805
353,1748
353,896
353,1045
353,1192
353,1293
362,423
362,812
362,382
362,768
362,1818
401,805
401,1192
401,1293
529,207
529,755
529,852
529,1704
529,1906
578,375
578,1198
578,883
578,1597
684,523
715,755
715,1704
715,1149
715,1418
717,816
815,119
815,172
815,253
815,1170
815,575
875,541
875,959
875,372
875,1004
886,1493
898,1778
898,1617
911,180
937,755
952,527
952,75
967,1096
967,1491
967,1521
967,23
967,75
975,527
976,1149
985,375
1000,527
1000,1456
1042,566
1262,723
1262,1826
1262,1870
1262,1921
1262,1322
1376,1064
1537,357
1693,1093
1882,1428
1909,1064
6,30
6,44
6,1593
6,1679
6,36
6,68
6,135
6,430
6,539
6,858
6,7
103,71
103,114
103,254
103,329
103,350
103,428
103,476
103,559
103,1072
103,196
103,205
103,340
103,639
103,1329
103,116
115,1503
115,1529
119,236
119,1176
148,131
148,151
148,281
148,895
148,1117
148,1131
148,1171
148,1623
148,1646
148,610
148,1951
172,47
172,82
172,472
172,739
172,856
172,363
172,727
172,988
172,834
175,591
175,823
175,1354
175,1518
175,1761
180,131
180,235
180,1258
180,1875
207,981
207,1069
207,1159
207,1303
207,1492
224,234
224,352
224,477
224,1024
224,1028
224,1121
224,1195
224,1876
253,236
253,739
253,856
253,1176
253,1012
264,281
264,610
264,1169
269,234
269,352
269,1580
279,365
279,443
279,919
279,949
296,379
296,1951
338,131
338,1171
338,1258
338,1646
338,1691
357,1686
375,1162
388,1050
388,1550
388,1774
388,522
388,1003
388,1043
421,143
421,1045
421,1192
421,1589
421,1615
421,28
421,658
421,1519
421,1887
421,154
423,382
423,1488
467,643
467,946
467,1235
467,1539
492,946
492,1050
492,1003
515,1035
515,1417
527,75
527,130
527,536
527,693
527,706
527,873
527,1594
541,372
541,1004
634,281
723,236
723,1322
735,281
735,1223
735,1250
735,1364
755,1069
755,1394
791,1503
791,1529
805,1218
805,1840
812,382
812,768
812,1608
818,379
818,1679
844,277
852,1074
862,1205
899,1383
931,352
931,1024
931,1028
931,1121
953,591
953,823
953,1182
953,1438
959,372
959,1004
1064,1841
1190,114
1190,1517
1190,666
1198,883
1212,281
