1,2
1,45
1,188
1,195
1,938
1,1611
1,209
1,1466
2,3
2,930
2,967
3,69
3,137
3,164
3,537
3,577
3,1173
3,1479
3,53
3,225
3,898
4,140
4,1262
4,180
4,1093
4,131
5,6
5,264
6,36
6,430
6,539
6,858
6,7
7,68
7,8
7,1350
7,261
8,38
8,68
8,46
8,72
8,194
8,656
8,1572
8,9
8,915
8,1082
8,1620
8,150
8,1150
9,222
9,330
10,11
10,46
10,50
10,1297
10,330
10,759
10,1087
11,48
11,70
11,426
11,93
12,13
12,101
12,367
12,563
12,720
13,316
13,558
14,15
14,316
14,405
14,1229
14,1494
14,1520
14,349
14,459
14,608
14,869
15,40
15,92
15,111
15,1688
15,1955
16,136
16,183
16,240
16,251
16,366
16,398
16,649
16,1825
16,78
16,278
16,292
16,374
16,506
16,545
16,546
16,1105
16,520
17,32
17,136
17,147
17,251
17,398
17,716
17,969
17,1175
17,1825
17,571
17,238
18,571
19,95
19,192
19,215
19,293
19,707
19,1213
19,1127
20,21
20,107
20,145
20,569
20,661
20,1165
20,470
20,1716
21,107
21,569
21,59
22,572
22,1458
22,1784
22,569
23,967
23,65
23,118
23,288
23,721
23,830
23,1044
23,1052
23,1689
23,1333
23,1565
23,1308
24,110
24,420
24,603
24,624
24,740
24,1881
25,860
26,299
26,64
26,79
26,471
26,475
26,122
26,271
26,284
26,992
26,1031
27,64
27,325
27,475
27,690
27,761
27,1578
27,1434
28,421
28,1589
28,143
28,1045
28,34
28,553
28,615
28,710
28,803
28,1304
28,1398
28,1553
28,1945
28,475
28,674
28,864
28,199
28,294
28,1656
29,143
29,34
29,553
29,754
29,1945
29,1566
29,1998
29,294
30,36
30,52
30,55
30,120
30,406
30,468
31,145
31,470
32,597
32,40
32,92
32,147
32,654
32,716
32,1825
34,74
34,91
34,1348
34,1482
34,181
35,1480
35,244
35,591
35,823
35,1010
36,44
36,171
36,996
37,107
37,145
37,665
37,1053
38,47
38,75
38,46
38,72
38,85
38,146
38,194
38,464
38,656
38,1572
38,1958
38,222
38,257
38,330
38,647
38,807
38,1144
38,1227
38,1787
39,257
39,607
39,1400
40,136
40,649
40,1175
40,1688
40,1955
41,536
41,47
41,75
41,245
41,542
41,824
41,1114
41,1220
41,1367
41,1087
42,146
42,1020
42,48
43,957
43,129
44,55
44,120
44,406
44,499
44,171
44,185
44,283
45,247
45,248
45,265
45,886
45,1420
45,523
45,816
45,1035
46,222
46,759
46,1144
47,67
47,391
47,407
47,127
47,223
47,318
47,1114
47,607
48,81
49,119
49,180
49,253
49,264
49,338
49,1198
49,1921
49,131
49,1646
50,94
50,256
50,70
51,292
51,374
51,576
51,669
51,1060
51,532
51,1448
52,124
52,680
55,124
55,1097
55,1174
56,460
56,215
56,255
56,293
56,168
56,777
56,1323
57,103
57,1190
57,1345
57,1466
57,428
57,1205
57,666
58,505
58,511
58,77
58,60
58,163
58,544
58,1938
58,1313
59,107
59,661
60,505
60,77
60,221
60,327
60,670
60,1107
60,1374
60,1577
62,578
63,914
63,957
63,1018
64,271
65,110
65,313
66,127
66,252
66,289
66,344
66,1706
66,218
67,82
67,89
67,408
67,449
67,1375
67,999
67,1021
67,1380
67,1440
68,72
68,85
69,529
69,715
69,975
69,1750
69,527
69,700
69,755
69,1906
70,94
70,306
70,1103
70,367
71,196
71,639
71,1148
71,1357
71,116
71,1390
71,518
72,153
72,1350
72,1513
72,150
74,143
74,1398
75,118
75,141
75,1424
75,1866
76,417
76,425
76,654
76,275
77,836
77,1308
77,1605
77,707
78,181
78,240
78,335
78,369
78,441
78,232
78,112
78,573
78,1132
79,122
79,202
79,284
79,1464
79,1888
80,674
81,257
81,814
81,871
81,1056
82,391
82,922
82,1636
82,146
82,613
82,1020
82,999
83,127
83,223
83,318
83,341
83,542
83,916
83,1392
83,607
83,672
83,917
83,1327
83,1497
83,1663
83,1730
84,142
85,330
88,245
88,583
88,824
88,1294
88,496
89,1021
90,1125
91,181
91,191
91,317
91,1252
91,1386
91,685
91,1805
92,597
92,1430
92,513
92,1175
93,132
93,156
94,306
94,294
95,99
95,217
95,592
95,604
95,728
95,117
95,1542
95,483
96,532
97,653
98,275
99,1418
99,217
99,592
99,728
100,119
100,1529
101,426
101,574
101,1172
101,219
101,1607
102,168
102,872
102,1542
102,1588
103,254
103,329
103,428
103,559
103,196
103,205
103,340
103,639
103,116
104,214
104,549
104,637
104,1112
105,171
105,996
105,1210
105,1290
106,349
106,558
107,198
107,229
107,307
107,1053
108,794
109,772
109,1106
109,1800
110,628
110,1789
111,142
111,481
111,810
111,1845
112,1041
112,1237
112,239
113,1156
114,205
114,666
115,1529
116,196
116,205
116,639
117,192
117,215
117,304
117,1300
117,168
117,1542
117,1830
118,130
118,485
118,313
119,137
119,815
119,1176
120,171
120,184
120,1210
120,1959
121,914
121,957
121,1765
122,463
122,1524
122,1888
123,151
123,469
123,531
123,655
123,227
124,680
125,199
125,422
125,439
125,1490
126,190
126,208
126,429
126,794
126,1938
127,960
128,263
128,415
128,438
130,527
130,141
130,1866
131,180
131,338
131,1480
131,148
132,599
132,1516
133,150
133,1048
133,1062
133,850
134,654
134,1573
135,283
135,729
136,278
136,571
136,1724
137,815
138,731
138,159
138,1969
139,795
140,264
140,735
140,281
141,1317
142,1890
143,745
143,1078
143,1519
143,203
143,1945
144,757
144,790
144,1410
145,178
145,198
145,307
146,814
146,1461
148,281
148,1131
148,1623
148,1646
148,1951
149,1658
150,153
150,162
150,158
150,267
150,1062
150,1885
150,1858
151,586
151,619
151,1861
152,549
153,162
153,287
153,1546
155,1064
156,491
156,1129
156,1927
156,1330
158,1624
159,731
160,1502
161,588
161,1838
